,text
883,. mulls contract consolidation as sequester specter looms.  
884,gao: bergdahl release violated antideficiency act  
885, feel free to make your comments known here too  …
886,postal service workers' comp costs rise as headcount falls - and the disgussion is fierce! join it at  …
887,gao: dod prisoner release for bergdahl violated antideficiency act  …
888,"when it comes to #cloud, #federal #it is asking the more fundamental question: not how, but rather why? [whitepaper]  "
889,why the  wants to send you images of your mail.   
890,phased retirement clarity from .  
891,sequestration fears return.#budget #sequester  
892,get the faqs on phased retirement.  
893,no sewp for you - nasa delays awarding of multibillion sewp v it contract  …
894,"even while cutting 170,000 employees, postal service workers compensation claims go up - heres why  …"
895,phased retirement clarity from .  
896,get the faqs on phased retirement.  
897,why the  wants to send you images of your mail.   
898,get the faqs on phased retirement.  
899,"hybrid infrastructure brings many advantages of cloud services, while mitigating #government #it risk. [whitepaper]  "
900,get the faqs on phased retirement.  
901,didn't attend 's #fedinnovationsummit? we have what you missed here --  
902,why the  wants to send you images of your mail.   
903,get the faqs on phased retirement.  
904,"""our systems support every #soldier, every day, everywhere."" - doug wiltsie  [download #erp vision guide:  ]"
905,get the faqs on phased retirement.  
906,why the  wants to send you images of your mail.   
907,phased retirement finally a reality.  pic.twitter.com/62pk3ajv5c
908,dod to release cloud computing pilots by september  
909,report: ice faulted for freeing detainees in 2013  
910,"is the  in ""dire straits"" or is it making money? depends on who you ask ...  …"
911,phased retirement finally a reality.  pic.twitter.com/6q8m5rqgft
912,robin williams was a staple of uso tours overseas and in u.s.  
913,"postal service, unions and lawmakers at odds over need for reform  …    "
914,phased retirement finally a reality.  pic.twitter.com/apswwdl0hu
915,usis contracts suspended by   after hack.  
916,gsa: new airfares will save agencies billions  
917,"lawmakers, contractors divided over executive orders  "
918,phased retirement finally a reality.  pic.twitter.com/jxhyrmpz7l
919,usis contracts suspended by   after hack.  
920,#cloud is still new #technology. the #government is not ready to take full advantage of it. [whitepaper]  
921,phased retirement finally a reality.  pic.twitter.com/hkdrd8y7kh
922,. on 'eternal sunshine of bureaucratic mind'  
923,where's the spending data?   
924,usis contracts suspended by   after hack.  
925,phased retirement finally a reality.  pic.twitter.com/fy55khsiay
926,"opm releases long-awaited phased retirement rule, work part time, get part annuity     "
927,"dhs, opm suspend contracts with usis after major cyber attack  "
928,. on 'eternal sunshine of bureaucratic mind'  
929,government may owe federal employees millions in shutdown damages  …  
930,where's the spending data?   
931,. on 'eternal sunshine of bureaucratic mind'  
932,where's the spending data?   
933,federal government expected to spend $118.3 mil on public cloud solutions in fy14 -- a 32.8% increase. [whitepaper]  
934,"wave goodbye to , first to tweet from space, leaving  for academia.  "
935,. on 'eternal sunshine of bureaucratic mind'  
936,dod hashing out new civilian performance appraisal system  
937,"5 federal times stories you might have missed last week , but should probably get to  …"
938,"you've heard of #iaas & #saas, but perhaps the most attractive option is #paas [whitepaper]  "
939,"wave goodbye to , first to tweet from space, leaving  for academia.  "
940,"service, infrastructure, hybrid models, performance, security & efficiency – private #paas benefits [whitepaper]  "
941,"wave goodbye to , first to tweet from space, leaving  for academia.  "
942,"the simple fact is, #cloud is fast becoming inevitable. [whitepaper]  "
943,congress passes va bill making it easier to fire senior execs  
944,8 fun apps from federal agencies to make your summer better     …
945,"wave goodbye to , first to tweet from space, leaving  for academia.  "
946,lawmakers seek more discipline for senior execs.  
947,the only thing staunching custom #it applications is the money/time it takes to develop. [whitepaper]  
948,"wave goodbye to , first to tweet from space, leaving  for academia.  "
949,lawmakers seek more discipline for senior execs.  
950,agency spending on #cloud computing to grow from $2.3 billion in fy 2013 to $6.1 billion in fy 2018. [whitepaper]  
951,house passes dhs cyber bills  
952,audit: va manipulated vets' appointment records  
953,. chief fears flood ins unsustainable.  
954,lawmakers seek more discipline for senior execs.  
955,it managers want to consolidate services & business managers want to save billions in redundant services [whitepaper]  
956,old post office to become new trump hotel.  
957,"some tsa officers could lose rank, pay.  "
958,postal service seeks rif administrator as layoffs loom - it pays pretty good too  …
959,"survey: cloud savings could be huge, yet many agencies hesitate.  "
960,"house, senate appear to have deal on va care  "
961,"hiring way down at   and  with hits to engineers, researchers and investigators  …"
962,. chief fears flood ins unsustainable.  
963,"classified material will not likely head to the #cloud, but other #military uses could fit. [whitepaper]  "
964,lawmakers seek more discipline for senior execs.  
965,why the budget paralysis?  blogger james windle has ideas.  
966,success at it modernization: how do you define it?  has some ideas.  
967,old post office to become new trump hotel.  
968,vendors that support hybrid models will be the most successful because they they provide flexibility. [whitepaper]  
969,why the budget paralysis?  blogger james windle has ideas.  
970,. chief fears flood ins unsustainable.  
971,"some tsa officers could lose rank, pay.  "
972,lawmakers seek more discipline for senior execs.  
973,why the budget paralysis?  blogger james windle has ideas.  
974,under fire: lawmakers target senior executives  
975,"some tsa officers could lose rank, pay.  "
976,"survey: cloud savings could be huge, yet many agencies hesitate.  "
977,federal hiring is way way down. which careers are suffering the most? and where is the growth  …pic.twitter.com/ubgsfo4449
978,. chief fears flood ins unsustainable.  
979,#it is becoming central to business – even in industries not historically thought of as dependent on it [whitepaper]  
980,old post office to become new trump hotel.  
981,success at it modernization: how do you define it?  has some ideas.  
982,why the budget paralysis?  blogger james windle has ideas.  
983,house gives irs biggest (proposed) budget cut so far.  
984,help not wanted: budget cuts push federal hiring to 10-year low  …   
985,documents detail va mistreatment of vets  
986,"gates names culture, procurement as modernization's enemies at innovationsummit. #nutanix.  "
987,"some tsa officers could lose rank, pay.  "
988,"survey: cloud savings could be huge, yet many agencies hesitate.  "
989,success at it modernization: how do you define it?  has some ideas.  
990,. and  want answers from dhs on usis contract.  
991,house passes bill to demote some tsa officers  
992,"worldwide, the average #it development time for a mobile #app is 3 months [whitepaper]  "
993,senate proposes big  it cut.  
994,"gates names culture, procurement as modernization's enemies at innovationsummit. #nutanix.  "
995,straight from the #fedinnovationsummit .. gates: agencies must break bad habits to modernize it systems  …
996,success at it modernization: how do you define it?  has some ideas.  
997,"doug hazelman  from veam: private cloud is nod to the ""always on"" business. tolerance for downtime nonexistent #fedinnovationsummit"
998,"what are the keys to good virtual desktop infrastructure? good value, creating efficiency and ease of use and access #fedinnovationsummit"
999,. and  want answers from dhs on usis contract.  
1000,ex sec def robert gates: engage career feds on it reform or they will wait you out #government #it #nutanix  #fedinnovationsummit
1001,ex sec def robert gates: declining budgetes a driver for finding it savings and revamping agency it #fedinnovationsummit 
1002,ex secdef robert gates:  has gotten it modernization right -way out in front on mobile payments #nutanix #fedinnovationsummit
1003,ex secdef gates: new thinking and innovative technology required to achieve savings omb thinks is possible in the it realm. #nutanix
1004,ex sec def robert gates: declining budgetes a driver for finding it savings and revamping agency it #government #it #nutanix 
1005,live tweeting all day from the federal innovation summit in dc
1006,ex sec def robert gates: engage career feds on it reform or they will wait you out #government #it #nutanix 
1007,tomorrow is 's federal innovation summit regarding key tech initiatives that transform #government #it  
1008,chilling new details emerge on #smallpox handling.  
1009,house gives irs biggest (proposed) budget cut so far.  
1010,senate proposes big  it cut.  
1011,today is the last day to register for 's federal innovation summit tomorrow from 7-2pm!  
1012,. and  want answers from dhs on usis contract.  
1013,network with executive decision-makers in charge of enabling key tech initiatives that transform #government #it  
1014,"gov/mil: attend tuesday's free #fedinnovationsummit event to hear experts speak on #vdi, #cloud and #disasterrecovery  "
1015,. and  want answers from dhs on usis contract.  
1016,"if the senate approves #fitara, are you ready? attend the #fedinnovationsummit on 7/22 to learn how to comply.  "
1017,"simplifying the #cloud- how agencies tackle the adoption, acquisition, management, security & use of private cloud.  "
1018,chilling new details emerge on #smallpox handling.  
1019,house gives irs biggest (proposed) budget cut so far.  
1020,how virtualization changes acquisition.  
1021,lawmaker wants war funding in dod base budget.   
1022,tuesday july 22  is hosting their #federal innovation summit: modernizing virtualized #data centers  
1023,. cloud storage contract gets a setback.  
1024,"find out why  is a good example of mobility advance, from .  "
1025,disa closes alabama computing center.  
1026,senate proposes big  it cut.  
1027,chilling new details emerge on #smallpox handling.  
1028,. picks winners for $7b contract.  
1029,how virtualization changes acquisition.  
1030,cloud disaster recovery - hear more from   at the fed innovation summit 7/22 [register:   ]
1031,"do vdi solutions provide more mobility, manageability, security & productivity? 's thomas sasala to speak  "
1032,. cloud storage contract gets a setback.  
1033,lawmaker wants war funding in dod base budget.   
1034,"find out why  is a good example of mobility advance, from .  "
1035,disa closes alabama computing center.  
1036,dod urged to put war money in base budget  
1037,are you on vacation? or are you awol? you might be coming home to a surprise.   
1038,former  secretary dr. robert gates will speak upon modernizing interagency cooperation @ 2014 summit  
1039,join  steve watkins moderating the #federal challenges of #computing @ the 2014 federal innovation summit  
1040,. picks winners for $7b contract.  
1041,how virtualization changes acquisition.  
1042,"house passes bills to change tsp default fund, extend whistleblower protections  "
1043,. cloud storage contract gets a setback.  
1044,"find out why  is a good example of mobility advance, from .  "
1045,final countdown: 's 2014 federal innovation summit is 1 week away! have you registered?  …
1046,are you on vacation? or are you awol? you might be coming home to a surprise.   
1047,how will vdi solutions optimize/transform #government #it operations? 's  to share insight  
1048,proposed gsa construction budget shrinks in 2015  
1049,"more than half of federal gs employees are now in higher grades, first time ever  …"
1050,modernizing virtual data centers --  from  to share his expertise @ the federal innovation summit  
1051,she pressured her employees to hire her relative's boyfriend and the ig issued a scathing takedown  …
1052,billions of dollars in cuts later government travel spending finally hits a plateau   …pic.twitter.com/aruqzyimii
1053,protecting #data and applications in the #cloud- learn cyber attack signs & how to design/implement a recovery plan  
1054,nominate here!  
1055,vanguard awards to honor big thinkers in acquisition and technology  
1056,meet the judges  
1057,honoring the innovators and pioneers  
1058,free download: making technology accessible to the disabled  
1059,veterans’ preference protections do not extend to disciplinary actions  
1060,initial meeting lays out how commission will enhance cybersecurity  
1061,undersecretary spaulding on why nppd needs a new name  
1062,fbi taps rand fellow as new cio  
1063,dod's civilian hiring freeze: deja vu all over again  
1064,dod's civilian hiring freeze: déjà vu all over again  
1065,dod's civilian hiring freeze: déjà vu all over again   
1066,oig: 2-year-old ehr fraud recommendations not in place  
1067,3 cyberstalkers sentenced for role in double-murder  
1068,program view: what agencies are saying about fedramp  
1069,appropriators back funding boost for va next year -- if they can pass a budget  
1070,former fed gets 18 months for spear-phishing colleagues  
1071,report finds $800m embassy buildings could electrocute personnel  
1072,the virtues of phishing your own employees  
1073,cobert touts opm’s data plans for diversity  
1074,"casey coleman,  vp & former  cio, says federal #cybersecurity is off to a strong start in 2016:  "
1075,gsa needs input on cybersecurity services contract vehicle  
1076,the pentagon's departing personnel chief says his controversial reforms will last  
1077,navy awards energy efficiency contract for $114m in savings  
1078,"fdic employee left job with 44,000 records  "
1079,an  employee reportedly took tens of thousands of banking records when she resigned in february.  
1080,study says senate-confirmed appointees can hamstring oigs  
1081,combating hackers  
1082,"the notion that proper investment leads to smaller, yet impactful product applies in many contexts.   "
1083,why 'hack the pentagon' is a good idea  
1084,invest more to get a smaller government  
1085,hoyer to propose information technology modernization fund  
1086,dhs is teaching specops veterans to catch child predators  
1087,dhs is teaching these specops veterans catch child predators  
1088,dha awards $139m contract for interoperability messaging  
1089,senator: how is omb helping agencies buy cybersecurity tools?  
1090,internet of things: when cyberattacks have physical effects  
1091,clapper turns transparency working group into permanent council  
1092,new ‘conflicts of interest’ rule for retirement draws praise from narfe  
1093,what is government's role in internet of things economy?  
1094,dni clapper makes push for intel community transparency permanent  
1095,dod to roll out 'new beginnings' performance appraisal system  
1096,"veterans omnibus moves ahead, despite brewing fight  "
1097,gsa 'making it easier' for vendors on it schedule 70  
1098,next white house should create an enterprise government  
1099,rfp coming for second gen veteran it gwac  
1100,carter unveils goldwater nichols reform  
1101,cybercom head reignites combatant command discussion  
1102,4 issues the government needs to tackle to ensure accountability  
1103,"gpo exec leaves behind legacy of modernization, accessibility  "
1104,nist outlines process for creating strong encryption standards  
1105,the pentagon doesn't know who’s in charge for responding to a massive cyber attack  
1106,romanian hacker who outed clinton email server appears in us court  
1107,new army program shifting cyber operations  
1108,communication is the key to a smooth it transition. acceptance can’t be an afterthought [wp  ]pic.twitter.com/tmzmyts5jj
1109,dhs seeks vendors to support nextgen cybersecurity operations center  
1110,afge taps budget committee director for legislative chief  
1111,discussing serial: the complete series  
1112,guard could expand industrial protection units  
1113,ice searching for romanian running fake cia badges ring  
1114,"rubio, miller ask committee to back va accountability bills  "
1115,empowering government with a strong it foundation  
1116,it infrastructure consolidation promises to trim costs & streamline operations [whitepaper  ]pic.twitter.com/qin98mdzux
1117,discussing serial: the bergdahl blame game  
1118,the #pentagon wants to pay you to #hack its public websites:  
1119,"the way #gsa handles its identity badges puts federal buildings at risk, according to two #ig reports.  "
1120,"gsa id badges a security risk, ig says  "
1121,voice biometrics enables the post-password era  
1122,cobert says fehb will offer autism coverage in 2017  
1123,new pentagon personnel chief tapped  
1124,gao: access issues continue to hamper irs cybersecurity  
1125,"border patrol union defies afge, endorses trump  "
1126,navy nco gets 24 months for afghan bribes  
1127,obama: cyberattacks continue to be national emergency  
1128,"the next president must start national security planning now, a top expert warns  "
1129,omb tackles mobile devices in latest procurement mandate  
1130,gao says financial regulatory structure needs untangling  
1131,"the #vietnamwar brought the horrors of the front line to american living rooms, delivered by foreign correspondents.  "
1132,gao says financial regulatory structure should be untangled  
1133,how to modernize federal it by putting citizens first  
1134,public employee unions dodge a supreme court bullet in tie vote  
1135,"virtualization, cloud, & other data center techniques are just the tip of the iceberg [wp  ]pic.twitter.com/xs9jhwbs5k"
1136,lockdown lifted at u.s. capitol; suspect in custody  
1137,lockdown lifted at u.s. capitol; shooter reported in custody  
1138,opm asks agencies to allow telework for nuclear summit  
1139,"navy official gets 46 months for bribes, prostitutes  "
1140,bureau of prisons wants solutions for blocking illegal cellphone use  
1141,it management best practices when transitioning to coco  pic.twitter.com/crcmybzwb2
1142,33% of it leaders have infrastructure consolidation projects on the books [whitepaper  ]pic.twitter.com/ttt85gxxh9
1143,federal times under new ownership  
1144,bureau of prisons wants solutions for blocking illegal cell phone use  
1145,it technology best practices when transitioning to coco  pic.twitter.com/mgcjg2uacs
1146,defining privacy protection by acknowledging what it's not  
1147,elaine howard returns to sightline media  
1148,pentagon institutes civilian hiring freeze  
1149,"the federal managers association has tapped renee johnson to lead the 200,000-strong group:  "
1150,how it can transform human resources  
1151,the “tension” between privacy and cyber: a reality check  
1152,fma picks new president to replace niehaus  
1153,the hurdles to it modernization are often 80% people issues rather than tech limitations  pic.twitter.com/kfmi8o6rkd
1154,justice indicts 7 iranian hackers for attacks on us infrastructure  
1155,#icymi:  suspended its top benefits official and reprimanded 3 others for role in promotion scandal.  
1156,va suspends official in relocation scandal  
1157,the government's #cybersecurity arm is shifting to a reputation-based protection system to find and block threats:  
1158,improved infrastructure could shave $20 billion off the govt’s annual #it spend [whitepaper  ]pic.twitter.com/zrum61hi4n
1159,best practices for relinquishing it operations to a contractor  
1160,ofpp aims to double digital it acquisition specialists  
1161,gsa wants feedback on scope of new cloud vehicle  
1162,dhs cyber moving beyond signature-based protection  
1163,sightline media group names new leadership  
1164,tweet your suggestions to ://twitter.com/federal_it/status/712350302180139008 …
1165,here are the #fbi's 21 most wanted #cyber criminals:  pic.twitter.com/jwphtcnvzm
1166,fbi cyber most wanted  
1167,a warning for agencies moving to the cloud: “don’t expecta smooth transition.”   pic.twitter.com/acv4bhor8b
1168,state dept cyberstalker gets almost 5 years for sextortion campaign  
1169,proof that moving to the cloud saves money/time & offers the agility/resiliency [whitepaper  ]pic.twitter.com/nrolplzruc
1170,3 cloud vendors getting first high baseline authorizations  
1171,discussing serial: the complete series  
1172,free whitepaper: benefitting from #it infrastructure consolidation  pic.twitter.com/lk9irqryel
1173,an agency’s #it solution should align with the business model and requirements #coco  pic.twitter.com/uitulylqri
1174,"discussing serial: episode 10, thorny politics  "
1175,agile framework speeds up va it  
1176,opm names leaders to transform background investigations  
1177,two security clearance spc. have been tapped to lead #opm transition to new nat'l background investigations bureau.  
1178,"the #gsa wants #smallbusinesses to get more federal contracts, so it has launched a beta site to help.  "
1179,"federal agencies are beginning to shift to contractor-owned, contractor-operated it #coco  pic.twitter.com/szhh4yq2x1"
1180,ig: poor firewall maintenance leaves usps exposed  
1181,"an auditor’s report shows #usps neglected its firewalls, leaving the agency’s mail systems open to #cyberattacks.  "
1182,johnson asks dhs not to punish whistleblowers  
1183,". has a bone to pick with #opm, and it's asking  to intervene.  "
1184,how agencies stop redundancy & make it easier for employees to work together [whitepaper  ]pic.twitter.com/rbvjjkrej5
1185,opm says feds can teleconference to avoid zika infection  
1186,nffe implores obama to intervene on opm guidance  
1187,usps resumes postal service to cuba  
1188,opm gets more help from omb in acting cio  
1189,deputy federal cio lisa schlosser is serving a detail at #opm as acting cio while they find a full-time replacement.  
1190,"nih wants more veteran, hubzone small businesses on gwac  "
1191,"hey, #smallbusinesses: #nitaac is holding open season ramp-on to add more of you to its cio-sp3 acquisition vehicle.  "
1192,. will start providing mail service to #cuba on march 17.  
1193,3 takeaways from senate hearing on visa security  
1194,easiest. hearing. ever. legislators offered full-throated support for #dod's #cyber operations.  
1195,"meet merrick garland, obama's supreme court nominee  "
1196,air force cyber simulation center preps to meet tighter deadlines  
1197,"it's time to say goodbye to old technology & modernize gov't it for the future, not the past  pic.twitter.com/t9jtgz3htv"
1198,opm lets feds telework due to metro shutdown  
1199,opm weighs whether feds telework due to metro shutdown  
1200,nist updates byod guidance for teleworking feds  
1201,the pitfalls/best practices of consolidating #it infrastructure [free download -  ]pic.twitter.com/bwiu0nia1a
1202,"opm director cobert: i’m still here, barring a lawsuit  "
1203,pentagon's top personnel official resigns 
1204,"cobert: i’m still here, barring a lawsuit  "
1205,fedramp seeking agile vendors to build public dashboard  
1206,the government of the future requires more information sharing & improved citizen services  pic.twitter.com/byvjjn9560
1207,opm releases new guidance for ses reforms  
1208,7: impact on diversification  
1209,why are managers getting caught up in data center consolidation? [download  ]pic.twitter.com/3m6pjbmpgy
1210,"“much of the government today runs on very old, outdated technology.” federal ciotony scott  pic.twitter.com/v2iixnrnjb"
1211,report: justice will indict iranians connected to new york dam hack  
1212,former va nurse gets 5 years for veteran death cover-up  
1213,va awards 21 spots on $22b it contract  
1214,4 agencies share best practices on avoiding #it consolidation pitfalls [free download -  ]pic.twitter.com/znmb328ig1
1215,hhs cybersecurity incident data  
1216,project management: the incubator for acquisition reform  
1217,cms awards $75m contract for dme program  
1218,gsa awards billion-dollar contracts for mid-atlantic facilities  
1219,sasc advances fanning as army secretary  
1220,benchmarking silicon valley  
1221,"dod, gsa moving on satcom mobility in cs3  "
1222,3qtrs of the $80b spent by the gov't on it goes toward operating/maintaining legacy systems  pic.twitter.com/lb721gnafy
1223,"bill to streamline federal hiring clears the senate, heads to obama  "
1224,here are the contractors for the #va's massive #it infrastructure & #cybersecurity services:  pic.twitter.com/llwalg4htg
1225,"competitive service act clears the senate, heads to obama  "
1226,rsa takeaway: defenders are (over) confident  
1227,the govt could cuts its annual #it spend by 25% w/ improved infrastructure [whitepaper -  ]pic.twitter.com/snesb0urjt
1228,va gives deadline to veterans who have applied for health care  
1229,johnson: recruit patriots to boost cybersecurity  
1230,metrics can aid it transformation  
1231,. says #ukraine's widespread power outage potentially caused by #malware won't be the last.  
1232,cyber storm exercise brings cyber defense to the fore  
1233,new whitepaper: how to manage it in partnership with private industry  pic.twitter.com/3xw9oxjhfc
1234,virginia man pleads guilty for role in $40m tax scheme  
1235,dod official: brac round will save money  
1236,missed the sammies? see the winners here!  … 
1237,redefining innovation at .  
1238,procurement official at  accused of ethics violations by ig.  
1239,get your food delivered by .  
1240,. to give military cloud procurement powers in major policy shift.  
1241,"hybrid infrastructure brings many advantages of cloud services, while mitigating #government #it risk. [whitepaper]  "
1242,redefining innovation at .  
1243,"jeff neely,  official at heart of 2010 conf scandal, indicted for fraud.  "
1244,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you.  "
1245,procurement official at  accused of ethics violations by ig.  
1246,get your food delivered by .  
1247,. to give military cloud procurement powers in major policy shift.  
1248,redefining innovation at .  
1249,elijah cummings wants subpoena for usis. . #usis  
1250,"jeff neely,  official at heart of 2010 conf scandal, indicted for fraud.  "
1251,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you.  "
1252,get your food delivered by .  
1253,. to give military cloud procurement powers in major policy shift.  
1254,redefining innovation at .  
1255,take an in-depth look at 's eagle ii.  
1256,. to give military cloud procurement powers in major policy shift.  
1257,get your food delivered by .  
1258,elijah cummings wants subpoena for usis. . #usis  
1259,"jeff neely,  official at heart of 2010 conf scandal, indicted for fraud.  "
1260,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you.  "
1261,redefining innovation at .  
1262,take an in-depth look at 's eagle ii.  
1263,ig report: fema misstep cost agency $12 million  
1264,"looking for the latest in federal news? #ff     for contracting, it, dod news and more"
1265,#cloud is still new #technology. the #government is not ready to take full advantage of it. [whitepaper]  
1266,former gsa official indicted for fraudulent claims  
1267,former gsa official indicted for fraudulent claims - remember jeff neely in the hot tub?  …
1268,get your food delivered by .  
1269,. to give military cloud procurement powers in major policy shift.  
1270,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1271,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you.  "
1272,take an in-depth look at 's eagle ii.  
1273,"clara barton, ina garten and steve carell all used to be feds. …"
1274,attorney general eric holder to step down  
1275,"attorney general eric holder to step down, will wait for senate to confirm replacement  …"
1276,elijah cummings wants subpoena for usis. . #usis  
1277,. to give military cloud procurement powers in major policy shift.  
1278,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you.  "
1279,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1280,get your food delivered by .  
1281,take an in-depth look at 's eagle ii.  
1282,before they were famous - they worked for    and others  …
1283,elijah cummings wants subpoena for usis. . #usis  
1284,"eagle ii is a complex contract program, but our special multimedia report breaks down the essentials for you.  "
1285,3 tips to lessen it migration stress.  
1286,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1287,wanda sykes? walt disney? 12 famous people and their not-so-famous careers as federal employees  …
1288,feds honored for amazing accomplishments in public service  
1289,take an in-depth look at 's eagle ii.  
1290,elijah cummings wants subpoena for usis. . #usis  
1291,federal government expected to spend $118.3 mil on public cloud solutions in fy14 -- a 32.8% increase. [whitepaper]  
1292,agencies dragging feet on  phased retirement.  
1293,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1294,3 tips to lessen it migration stress.  
1295,answers to reader-submitted qs on phased retirement from .  
1296,take an in-depth look at 's eagle ii.  
1297,agencies dragging feet on  phased retirement.  
1298,elijah cummings wants subpoena for usis. . #usis  
1299,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1300,3 tips to lessen it migration stress.  
1301,take an in-depth look at 's eagle ii.  
1302,agencies dragging feet on  phased retirement.  
1303,answers to reader-submitted qs on phased retirement from .  
1304,elijah cummings wants subpoena for usis. . #usis  
1305,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1306,3 tips to lessen it migration stress.  
1307,take an in-depth look at 's eagle ii.  
1308,agencies dragging feet on  phased retirement.  
1309,answers to reader-submitted qs on phased retirement from .  
1310,elijah cummings wants subpoena for usis. . #usis  
1311,congress passes government funding bill  
1312,border patrol to test body cameras on agents  
1313,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1314,3 tips to lessen it migration stress.  
1315,senate approves obama's syria plan in funding bill  
1316,take an in-depth look at 's eagle ii.  
1317,agency spending on #cloud computing to grow from $2.3 billion in fy 2013 to $6.1 billion in fy 2018. [whitepaper]  
1318,answers to reader-submitted qs on phased retirement from .  
1319,elijah cummings wants subpoena for usis. . #usis  
1320,bill revising federal sick-leave rules for disabled vets advances  
1321,agencies dragging feet on  phased retirement.  
1322,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1323,documents for  from  won't be on paper.  pic.twitter.com/t7nxqbjmqo
1324,house passes continuing resolution to fund government through mid-december  
1325,proposed rule forbids contractors from banning salary talk  
1326, looks like just the 1 percent this year. some members of congress wanted more but the bill never made it anywhere
1327,senate passes bill cutting outdated reports  
1328,"hack of  healthcare site aimed at ddos, not info theft. #obamacare"
1329,answers to reader-submitted qs on phased retirement from .  
1330,agencies dragging feet on  phased retirement.  
1331,elijah cummings wants subpoena for usis. . #usis  
1332,. could take a pass on #phasedretirement.  
1333,"does 'shadow it' help or harm? thoughts from  sonny hashmi, others.  "
1334,documents for  from  won't be on paper.  pic.twitter.com/dfgerobb4y
1335,"hack of  healthcare site aimed at ddos, not info theft. #obamacare"
1336,agencies dragging feet on  phased retirement.  
1337,answers to reader-submitted qs on phased retirement from .  
1338,. could take a pass on #phasedretirement.  
1339,"eager for phased retirement? not so fast, agencies are dragging their feet  …   "
1340,documents for  from  won't be on paper.  pic.twitter.com/hqqhfbird7
1341,"hack of  healthcare site aimed at ddos, not info theft. #obamacare"
1342,eagle ii: the full picture.  
1343,"as greater awareness & understanding emerge, embracing the #cloud becomes ever more appealing. [whitepaper]  "
1344,answers to reader-submitted qs on phased retirement from .  
1345,. could take a pass on #phasedretirement.  
1346,documents for  from  won't be on paper.  pic.twitter.com/t6xivjxcwe
1347,feds could be more productive with more mobile connection.   
1348,"hack of  healthcare site aimed at ddos, not info theft. #obamacare"
1349,. could take a pass on #phasedretirement.  
1350,answers to reader-submitted qs on phased retirement from .  
1351,eagle ii: the full picture.  
1352,documents for  from  won't be on paper.  pic.twitter.com/tt40yjfdc6
1353,feds could be more productive with more mobile connection.   
1354,. could take a pass on #phasedretirement.  
1355,answers to reader-submitted qs on phased retirement from .  
1356,documents for  from  won't be on paper.  pic.twitter.com/hiaeyqvwsj
1357,"agencies must compete with google, amazon on customer satisfaction  "
1358,agencies show high interest in interior's $10b cloud contract  … 
1359,report: cbp wasted millions on employee housing project  
1360,library becomes first digital-only member in gpo program  
1361,. could take a pass on #phasedretirement.  
1362,eagle ii nearly at full speed. .twitter.com/kau7ln4iff
1363,answers to reader-submitted qs on phased retirement from .  
1364,opm kicks off annual charity campaign  
1365,continuing resolution would allow federal pay raise in 2015  
1366,"for agencies that deal with big dat, the cloud represents a way to expand beyond bursting data centers [whitepaper]  "
1367,house bill would fund government through mid-december  
1368,feds at social security administration may not get phased retirement option  …
1369,. could take a pass on #phasedretirement.  
1370,social security administration may not implement phased retirement  
1371,eagle ii nearly at full speed. .twitter.com/jslkbnyqxe
1372,continuing resolution may set agency funding at 2014 levels  
1373,opm: fallen federal employees to be honored with flag benefit  …   
1374,eagle ii nearly at full speed. .twitter.com/zw3yfvsq0o
1375,"senate leader joins effort to halt postal service closures, job cuts      …"
1376,"senate leader joins effort to halt postal service closures, job cuts  "
1377,feds could be more productive with more mobile connection.   
1378,eagle ii: the full picture.  
1379,eagle ii nearly at full speed. .twitter.com/uoc7v9ko2y
1380,feds could get 2015 raise.  
1381,a presidential mandate move toward cloud technologies means inevitable #government adoption [whitepaper]  
1382,feds could be more productive with more mobile connection.   
1383,eagle ii: the full picture.  
1384,eagle ii nearly at full speed. .twitter.com/5xqtlhgdsr
1385,"hack of  healthcare site aimed at ddos, not info theft. #obamacare"
1386,feds could get 2015 raise.  
1387,eagle ii nearly at full speed. .twitter.com/dwc7tsmkom
1388,wait times fall .  pic.twitter.com/mj9gkxacra
1389,feds could get 2015 raise.  
1390,congressional objections won't sway  from job cuts plan.  
1391,wait times fall .  pic.twitter.com/ybcd82qnen
1392,feds could get 2015 raise.  
1393,dod opens health it competition.  
1394,"with funding in legacy data center solutions, federal it leaders are challenged to leverage public cloud [whitepaper]  "
1395,"congress doesn't want the postal service to close plants, cut jobs - postal service is doing it anyways to cut costs  …"
1396,"air force recruiting plagued by falsifiying reports, recruiters stretched too thin  …"
1397,collaboration is the new normal for networks.  
1398,congressional objections won't sway  from job cuts plan.  
