,text
6675,prosecutor calls for pistorius to serve at least 10 years in prison ahead of sentencing:  pic.twitter.com/y7kgsewoqe
6676,"russia, ukraine and european governments fail to make progress on ukraine crisis during talks:  pic.twitter.com/brkosleb1g"
6677,iraqi pilots training islamic state to fly stolen syrian fighter jets:  pic.twitter.com/l9fv4juu3g
6678,u.s. housing market recovery rolls on as groundbreaking rises  
6679,"sunni tribesmen and houthi fighters clash in yemen, eight dead  "
6680,morgan stanley profit jumps 87 percent 
6681,pistorius should serve at least 10 years in prison: prosecutor  
6682,"japan pm sends offering to war dead shrine, angering china  "
6683,"ge posts higher quarterly profit, helped by aviation, oil and gas  "
6684,islamic state training pilots to fly in three jets: syria monitor  
6685,milan summit offers putin and poroshenko time to talk 
6686,"china, vietnam pledge to 'address and control' maritime disputes  "
6687,philippine militants holding german hostages say may extend deadline 
6688,"hong kong police clear protesters, barricades in surprise raid in mong kok  "
6689,google's revenue falls short despite curbing price declines  
6690,"obama approves reservists for ebola fight, government under fire  "
6691,milan summit offers putin and poroshenko time to talk  
6692,britain warns of 'exceptionally high' level of anti-terrorism activity 
6693,"obama approves reservists for ebola fight, government under fire  "
6694,google's revenue falls short despite curbing price declines  
6695,"the migrant offshore aid station has rescued some 2,200 migrants from the sea:  pic.twitter.com/rm2zhfkuj9"
6696,obama authorizes military reservists to support humanitarian efforts to combat ebola in west africa: white house
6697,"a record-breaking pumpkin, new york's official snack and all the ""friends"" you can use, in reuters fyi:  "
6698,u.s. nurse with ebola moving hospitals; officials grilled  
6699,four car bomb attacks in shi'ite areas of baghdad kill at least 3 people: 6
6700,"apple pay to launch on monday, more banks signed on  "
6701,al qaeda and houthis clash in central yemen: residents  
6702,christian pilgrims from brazil embrace after they are baptized in tiberias. editor's choice:  pic.twitter.com/c4teb7wk4o
6703,photos: clashes in hong kong continue as police pepper spray protesters blocking a major road.  pic.twitter.com/mipyphfj5y
6704,"cameron says the uk should have ""one last go"" at reshaping its ties with the eu: "
6705,pistorius to be sent to hospital wing of notorious south africa prison if sentenced to jail:  pic.twitter.com/tceneqbta3
6706,"venezuela, malaysia, angola and new zealand elected to u.n. security council for 2015/2016."
6707,"iran says progress made in ""very difficult"" nuclear talks in vienna with u.s., eu diplomats:  pic.twitter.com/ewso0pjq6c"
6708,brazil's neves closing campaign cash gap thanks to banks and ethanol 
6709,hong kong leader hopes for fresh talks with protesters as anger mounts over police violence:  pic.twitter.com/3brzxtpxqy
6710,u.s. aircraft hit islamic state targets near syrian city of kobani in 14 air strikes wednesday and thursday: u.s. military
6711,new u.n. rights boss says in talks with china on tibet visit 
6712,advance of islamic state on kobani stalls after heavy air strikes:  pic.twitter.com/xqrml2xfvr
6713,u.s. factories help drive big gain in industrial output in september 
6714,texas nurse who contracted ebola allowed on plane despite reporting fever to cdc:  pic.twitter.com/2w5mnimtad
6715,u.s. jobless claims fall to lowest level in 14 years  
6716,"chrysler recalls more than 900,000 vehicles globally in two actions  "
6717,china to strengthen auditing of military in battle on graft  
6718,goldman sachs profit gets big boost from bond market pickup  
6719,iran says progress made in 'very difficult' nuclear talks in vienna 
6720,ramped up air strikes stall islamic state advance on syrian town 
6721,"pistorius 'can't get away with this', steenkamp's cousin tells court "
6722,merkel ally leaves option open of arming pkk 
6723,merkel says russia sanctions do not preclude dialogue 
6724,exclusive: commerzbank settlement with u.s. postponed amid olympus-related probe: sources  
6725,white house shifts into crisis mode on ebola response  
6726,taiwan considers permanent armed ships for disputed south china sea island 
6727,"argentina's lawyers meet debt mediator, but not to negotiate "
6728,u.s. foreclosure activity falls to eight-year low  
6729,"hong kong police use pepper spray on protesters, anger simmers over beating "
6730,u.s. health official allowed new ebola patient on plane with slight fever 
6731,brazil presidential race heading for oct 26 photo finish  
6732,u.s.-led air strikes intensify as syria conflict destabilizes turkey 
6733,"more than 140,000 iraqi civilians have been killed since march of 2003:  pic.twitter.com/cpago7ynlc"
6734,"ebay cuts 2014 revenue forecast, shares tumble "
6735,american express quarterly profit rises as u.s. card holders spend more  
6736,putin warns u.s. spat between nuclear powers over ukraine crisis threatens global stability:  pic.twitter.com/heiwm5870g
6737,find all of our recent reporting on ebola here:  pic.twitter.com/krrqxicntu
6738,putin warns u.s. spat over ukraine threatens global stability 
6739,photos: civic group release balloons with leaflets denouncing kim jong-un towards north korea.  pic.twitter.com/vul1ggfdke
6740,"obama, during conference call, urged european leaders to make a more significant commitment to dealing with the ebola outbreak: white house"
6741,"white house says travel ban from african countries affected by ebola ""not on the table"", would prevent supplies, personnel to region."
6742,"time for fall foliage and frozen eggs, in today's reuters fyi:   via .twitter.com/sd7rgsaege"
6743,"death toll from ebola epidemic rises to 4,493 from a total of 8,997 confirmed, probable, and suspected cases up to oct. 12: who"
6744,photos: soccer match between serbia and albania turns into brawl after drone flies flag pitch.  pic.twitter.com/nmplojazr8
6745,a man stands by the bloodstained glass of a car damaged by a bomb in kabul. 24 hours in photos  pic.twitter.com/uckpvsvqrt
6746,second texas nurse with ebola had traveled by plane from cleveland to dallas-fort worth:  pic.twitter.com/b3zbuqw3qh
6747,yemen's armed houthis send fighters towards an al qaeda stronghold:  pic.twitter.com/azii8neqse
6748,obama postpones political trip on wednesday to convene white house meeting about ebola outbreak: white house
6749,u.s. embassy in ethiopia warns of possible attack by somali militant group al shabaab: 
6750,"time warner to set hbo free, launch over-the-top service  "
6751,gas supplies and peace are on the agenda when putin and poroshenko meet in italy this week:  pic.twitter.com/1uxoppgx01
6752,"photos: new baghdad comedy series ""state of myths"" uses humor and puns to fight islamic state.  pic.twitter.com/ugjahy5qdw"
6753,yemen's houthis advance near al qaeda stronghold 
6754,u.s.-led air strikes intensify against islamic state:  pic.twitter.com/pvlffvxkah
6755,hong kong tycoon calls for protests to end after footage of police beating goes viral:  pic.twitter.com/5ipp9dyymq
6756,u.s. retail sales give cautionary sign on consumer demand 
6757,u.s. producer prices fall for first time in over a year  
6758,second health care worker who treated patient thomas duncan tests positive for ebola: 
6759,record mortgage settlement pushes bank of america into third-quarter loss 
6760,abbvie cools on $55 billion shire deal after u.s. tax changes 
6761,russia hints deadline for iran nuclear deal may be extended  
6762,second texas healthcare worker tests positive for ebola 
6763,"u.s. encouraged by progress with japan on pacific trade pact, but 'tough' issues remain  "
6764,"toyota recalls 1.67 million toyota, lexus cars "
6765,houthi rebels take over yemen's hodeidah port: residents 
6766,"brazil election candidates spar over corruption, nepotism  "
6767,"putin, poroshenko discuss measures to restore peace to east ukraine: kremlin "
6768,north and south korea military officials hold secret talks: lawmaker  
6769,"citi pulls out of consumer banking in 11 countries, profit jumps  "
6770,u.s.-led air strikes intensify as syria conflict destabilizes turkey  
6771,"hong kong tensions rise as police use pepper spray on protesters, arrest 45 "
6772,"exclusive: tech firms hp, emc call off merger talks - sources "
6773,supreme court blocks texas abortion restrictions 
6774,police say tests show teen shot by st. louis officer had gun residue on hands 
6775,u.s. sets up rapid-response ebola team; dallas nurse improves 
6776,intel gives rosy fourth-quarter revenue forecast as pcs recover 
6777,u.s. supreme court blocks texas abortion restrictions  
6778,"probe of bergdahl capture by taliban complete, under army review  "
6779,photos: hong kong police bring down the barricades erected by protesters.  pic.twitter.com/r75kpj41mt
6780,"ukraine approves laws to stamp out corruption, curb state surveillance ahead of election:  pic.twitter.com/but2tolao5"
6781,intel posts higher third quarter results as pc market stabilizes 
6782,photos: islamic state battles its way into kobani.  pic.twitter.com/3mpicoear3
6783,u.s. reviews waldorf astoria sale to chinese firm  
6784,a saudi arabian gunman killed a u.s. national and wounded another in the capital riyadh: 
6785,"iran expects progress, but not a breakthrough, in nuclear talks with eu, u.s.:  pic.twitter.com/q4zu6i5azw"
6786,american-led air strikes intensify against islamic state fighters threatening kurds on syria- turkey border: 
6787,"video: kim jong un ""is back"" after lengthy absence.  "
6788,dallas ebola nurse says 'doing well' after transfusion 
6789,how mosul fell - an iraqi general disputes baghdad's story:   via .twitter.com/qaf16crk8l
6790,how the russia-ukraine dispute could mean a frigid winter for europe. data dive:  pic.twitter.com/cpnaw5n62e
6791,an afghan policeman is seen through a vehicle hit in a suicide attack. editor's choice photos:  pic.twitter.com/qyibhfj3ib
6792,"a vatican document marks a stark shift in its attitude toward the gay community, in today's retuers fyi: "
6793,photos: kim jong un is back.  pic.twitter.com/9wr8du4ku9
6794,u.s. military says airstrikes have slowed islamic state advances but situation remains fluid on ground.
6795,detained suspect in fatal shooting of american in riyadh is saudi man born in usa.
6796,turkish air force bombs kurdish fighters:  pic.twitter.com/hkktpuutzw
6797,"ukraine acts against corruption, protests mar election run-up "
6798,"kim jong un reappears, now using a cane:  pic.twitter.com/ktjmx7bjtv"
6799,"chrysler recalls 184,215 suvs for possible air bag issue "
6800,hong kong police use sledgehammers and chainsaws to tear down protesters' barricades:  pic.twitter.com/ergmc6mbah
6801,at least one person killed in powerful earthquake off coast of el salvador and nicaragua:  pic.twitter.com/oduurcy5pl
6802,"wells fargo profit rises 1.7 percent, mortgage originations increase  "
6803,"citi pulls consumer banks from 11 markets, reports higher profit  "
6804,"iran expects progress, if no breakthrough, in nuclear talks with eu, us "
6805,special report: how mosul fell - an iraqi general disputes baghdad's story  
6806,mideast violence spreads as turkey bombs kurdish militants  
6807,iraqi kurds say they sent arms to kobani; syrian kurds say they didn't arrive  
6808,"catalonia calls off independence referendum from spain, will hold 'consultation'  "
6809,"syrian kurds get arms from iraq, but cannot send them to kobani "
6810,jpmorgan posts profit as legal costs ease: website  
6811,turkish warplanes hit kurdish militant targets in southeast: media 
6812,"americans face post-foreclosure hell as wages garnished, assets seized  "
6813,"obama, foreign military chiefs, to thrash out islamic state plans "
6814,"russian hackers target nato, ukraine and others: isight  "
6815,hong kong police make fresh attempt to clear barricaded roads 
6816,alaska gay couples apply for marriage licenses after judge drops ban  
6817,"u.s. needs to rethink ebola infection controls, says cdc chief  "
6818,protesters demonstrate in st. louis area over police shootings of blacks 
6819,hong kong police make fresh attempt to clear barricaded roads  
6820,north korea leader kim appears in public with walking stick: state media  
6821,iran's president says nuclear deal with west 'certain'  
6822,north korean leader kim jong un makes first appearance since september 3  
6823,spain's catalonia to call off independence referendum on november 9: media  
6824,alaska gay couples seek marriage licenses after judge dumps ban  
6825,"islamic state forces 180,000 to flee in iraq  "
6826,"u.s. army says it faces huge equipment, training risks with budget cuts "
6827,u.s. needs to rethink ebola infection controls says cdc chief  
6828,"rousseff puts cardoso, 83, at core of brazil's election battle "
6829,turkey's kurdish peace process at risk amid fury over syrian town  
6830,investigators rush to find out how ebola struck dallas nurse 
6831,deaths linked to gm ignition-switch defect rise to 27  
6832,ford to add 850 jobs at dearborn factories for new f-150 truck 
6833,fiat chrysler crowns merger with wall street debut 
6834,russia signs deals with china to help weather sanctions  
6835,"social worker says pistorius should get house arrest, community service "
6836,jean tirole wins 2014 nobel prize for economics 
6837,islamic state suicide bomber detonates near syria-turkey border  
6838,did israel's 'hannibal directive' lead to a war crime in gaza?  
6839,"marchers confront riot police over missouri shootings, more protests planned  "
6840,pistorius arrives at court for sentencing hearing 
6841,"car bomber hits nato convoy in afghanistan, one civilian dead "
6842,u.s. banks ramp up credit card lending but margins may suffer  
6843,south korea warns north of 'strong' response after exchange of fire  
6844,cdc head criticized for blaming 'protocol breach' as nurse gets ebola  
6845,"hong kong police remove some barricades, say protesters can stay "
6846,st. louis area police arrest at least 17 during weekend of protests  
6847,alaska ban on same-sex marriage ruled unconstitutional  
6848,hong kong police start clearing protest barricades: occupy central  
6849,bolivia's president morales wins election: local tv exit poll  
6850,alaska ban on same-sex marriage ruled unconstitutional  
6851,"french bank, twitter team up for money transfers via tweets  "
6852,exclusive: u.s. regulators press banks for more on auto loan exposure to assess risks  
6853,ukrainian teams to search mh17 crash site for remains: dutch tv  
6854,kurds hold off islamic state in kobani; fighters strike in iraq 
6855,"islamist rebels blamed for car bomb in somalia, at least seven dead "
6856,islamic state suicide bombers kill 28 kurds; police chief assassinated  
6857,no firm indication of transfer of power in north korea: u.s. official  
6858,third-placed silva endorses neves in brazil election runoff  
6859,"texas worker tests positive for ebola, u.s. airports start screening  "
6860,obama hangs tough on migrant detention despite slowing influx  
6861,"kerry pushes for middle east peace, pledges $212 million aid for gaza  "
6862,pistorius faces sentencing over girlfriend's death after divisive trial 
6863,fiat chrysler crowns merger with wall street debut  
6864,texas health care worker tests positive for ebola  
6865,"pakistan says 12 dead in border clashes with india, appeals to u.n.  "
6866,libya's overstretched border police struggle to secure border 
6867,"cyclone hudhud hammers india's eastern seaboard, at least two dead  "
6868,nigeria's 'megachurches': a hidden pillar of africa's top economy 
6869,u.s. military faces new kind of threat with ebola  
6870,putin orders russian troops withdrawal from ukrainian border: reports  
6871,modi's bravado ups the ante in india-pakistan fighting 
6872,hong kong's leader warns protesters as tent city sprouts up 
6873,thousands march in st. louis to protest police violence 
6874,"world economies warn of global risks, call for bold action "
6875,"bombings kill 45 in shi'ite areas of baghdad and outskirts: police, medical officials "
6876,kurds urge more air strikes in kobani; monitor warns of defeat 
6877,fed officials say global slowdown could push back u.s. rate hike 
6878,"bombings kill 45 in shi'ite areas of baghdad and outskirts - police, medical officials "
6879,banks accept derivatives rule change to end 'too big to fail' scenario  
6880,fed's evans says dollar putting downward pressure on inflation  
6881,"imf warns global economy at risk, calls for bold action "
6882,ukraine leader says expects tough talks with putin next week 
6883,"mourners pay last respects to haiti's ex-dictator, duvalier  "
6884,ban ki-moon arrives for talks in libya's capital 
6885,pimco's mather says bond investors must revise return expectations  
6886,fed's tarullo: global downside risks are policy factor  
6887,tunisia cracks down on jihadists as elections loom: pm  
6888,north korean state media warn talks with the south in danger 
6889,"cities, states scramble after dallas's ebola missteps expose planning gaps  "
6890,"india, pakistan in new gunfire in kashmir  "
6891,u.s. begins enhanced ebola screening program at new york's jfk airport 
6892,china sentences two cult members to death for mcdonald's murder  
6893,ten chinese among 27 hostages freed in cameroon: cameroon presidency  
6894,"suicide bomber attacks afghan provincial police hq, killing one  "
6895,"pitching tents, hong kong democracy protesters dig in for long haul "
6896,idaho and north carolina are latest states to allow gay marriage  
6897,gaza aid conference may fall short of $4 billion sought by palestinians: u.s. officials  
6898,"pakistani teen, indian activist win nobel peace prize  "
6899,st. louis braces for weekend of protests after new shooting  
6900,"north korea leader kim is still in charge, has leg injury: source "
6901,u.n. says thousands likely to be massacred if jihadists take kobani  
6902,"after gaffe, microsoft board to look at gender pay gap, male culture  "
6903,"greek pm wins confidence vote, snap election fears remain "
6904,photos: the winners of the prestigious nobel prizes.  pic.twitter.com/frsz72chdx
6905,photos: mexico's hidden massacre.  pic.twitter.com/h8osjp5hd2
6906,airplane held on tarmac at las vegas airport due to ebola scare involving two people:  
6907,st. louis braces for weekend of protests after new shooting 
6908,al qaeda claims responsibility for sanaa suicide bombings that killed 47 people:  pic.twitter.com/bbt3rjhpkc
6909,u.s. to free up ebola funds as fears of global spread rise 
6910,exclusive: somalia army weapons sold on open market - u.n. monitors  
6911,"video: ""i have been honored""- malala yousafzai speaks on her nobel peace prize win.  "
6912,al qaeda claims responsibility for sanaa suicide bombings  
6913,photos: ebola's reach from west africa to the rest of the world.  pic.twitter.com/l5omshjert
6914,"ghouls, witches and dead flamingos -- all of that in today's reuters fyi:   via .twitter.com/vox71hge96"
6915,"state department sees increased likelihood of ""reprisal attacks"" on coalition nations in response to bombing of islamic state targets."
6916,"a turkish soldier sits on a tank, with the town of kobani in the background. editor's choice:  pic.twitter.com/hdjbnrxc3t"
6917,fighting between india and pakistan pauses after days of heavy shelling:  pic.twitter.com/ozasb9qdfv
6918,"exclusive: u.s. dea ""most interested"" in american investors in canadian medical marijuana.  pic.twitter.com/zvvvt9yzme"
6919,"military strikes against al shabaab are working in somalia, but too soon to declare victory:  pic.twitter.com/ry5yak1uou"
6920,slovenia names new eu nominee as juncker tries to complete team 
6921,"mexico's president's push for reforms overshadowed by murders, missing students:  pic.twitter.com/n5hqxtxyi4"
6922,"at 17, malala yousafzai is the youngest winner of the nobel peace prize by far:  pic.twitter.com/giz9neazak"
6923,thousands of hong kong protesters regroup after government calls off talks:  pic.twitter.com/6m2ds3w26q
6924,turkey condemns clashes and syria-linked violence sweeping kurdish areas:  pic.twitter.com/ct0jirfhht
6925,iran: nuclear talks might be extended if november deadline missed 
6926,"thousands ""will most likely be massacred"" if kobani falls to islamic state, u.n. warns:  pic.twitter.com/yeybouwo76"
6927,global shares hit six-month low as growth worries mount:  pic.twitter.com/tjxkjthxot
6928,"pakistani teen, indian activist win nobel peace prize  "
6929,pause in india-pakistan fighting brings respite for civilians  
6930,fears grow in united states over ebola's spread outside west africa 
6931,special report: flaws found in ukraine's probe of maidan massacre 
6932,somalia's islamist rebels down but not out after military setbacks  
6933,mexico finds more graves at site of suspected student massacre  
6934,"as obama gave syria nod, his coalition was still unclear  "
6935,hong kong students undaunted by authorities' rejection of talks  
6936,rousseff and neves neck-and-neck ahead of brazil runoff 
6937,anti-eu party poised to win first british parliament seat  
6938,islamic state seizes large areas of syrian town despite air strikes 
6939,"north korea leader kim is still in charge, has leg injury - source  "
6940,mexico finds more graves at site of suspected student massacre 
6941,u.s. air force probed for scrapping costly planes bought for afghans 
6942,sunny september sales unlikely to brighten retailers' holiday prospects  
6943,"china on the lookout for putin's roaming tiger (yes, he released a tiger), in today's retuers fyi:  "
6944,britain's anti-eu uk independence party poised to win its first elected seat in parliament:  pic.twitter.com/kmfizusr25
6945,macedonia has sealed a hotel and is checking for ebola after a british man died in a hospital:  pic.twitter.com/vif2dgwxlw
6946,fears grow in united states over ebola's spread outside west africa 
6947,anti-eu party poised to win first british parliament seat 
6948,"homeland security secretary says goal is to expand airport ebola screenings internationally to ""as many different checkpoints as possible"""
6949,madrid blames human error for nurse contracting ebola: 
6950,buddhist monks burn vietnamese flags at a protest in phnom penh. editor's choice photos:  pic.twitter.com/a1lmgftiri
6951,brazil's silva says an edorsement for neves depends on political commitments:  pic.twitter.com/b1qn14qhpj
6952,eu nominee bows to lawmakers' snub as juncker team near complete  
6953,"kim jong un may have an injured leg - but he is still in control of north korea, source says:  pic.twitter.com/dhl2xuyzyp"
6954,photos: civilians caught in the crossfire of east ukraine.  pic.twitter.com/mkywwdiber
6955,brazil's silva says neves endorsement depends on commitments  
6956,special report: how syria policy stalled under the 'analyst in chief'  
6957,al qaeda in yemen posts video showing the abduction and execution of 14 soldiers: 
6958,hong kong calls off talks with student protesters as city leader investigated:  pic.twitter.com/gp6txky2do
6959,"at least 67 people killed in suicide bombs targeting yemen's shi'ite houthi group, army camp:  pic.twitter.com/fh7yj5d8mg"
6960,icahn urges apple to buy back more shares 
6961,will recently-absent kim jong un make his regular appearance at an anniversary event tomorrow?  pic.twitter.com/joyb5o9p3p
6962,hong kong pro-democracy student leader urges more people to rally and continue occupation after government calls off talks.
6963,more than a third of the syrian border town of kobani has fallen to islamic state:  pic.twitter.com/epnsbo3lpu
6964,"u.s. jobless claims fall, point to labor market strength "
6965,prosecutors to probe payout to hong kong leader amid protest crisis  
6966,"pepsico raises guidance, reports profit increase on snack sales "
6967,pressure mounts on hong kong leader over payout amid crisis 
6968,families torn apart as western girls join islamist cause  
6969,iran refused to let in u.s. member of u.n. nuclear team: sources  
6970,"st. louis policeman shoots, kills black suspect, triggering protests  "
6971,"for kim-watchers, north korean anniversary on friday is pivotal  "
6972,thousands march in mexico to demand action over massacre 
6973,renewed assault on kobani; 21 dead in turkey as kurds rise 
6974,brazil's psb party to back neves in october 26 runoff  
6975,air power alone may not be enough to save kobani from islamic state:  pic.twitter.com/menfcra6nv
6976,"liberia's president says there are signs her country's ebola outbreak might be ""in decline"":  pic.twitter.com/sm2jkmkcwg"
6977,u.s. military says air power may not save syrian town of kobani  
6978,leader of yemen's houthis calls protest against new prime minister 
6979,more than 21 people have died in riots in turkey over failure to help syrian kurds:  pic.twitter.com/sozozwm4lo
6980,why talks between hong kong's protesters and the government are likely to go nowhere:  pic.twitter.com/pquabxvtto
6981,putin as a fashion muse? today's reuters fyi:  pic.twitter.com/nuhdk0plsi
6982,fed debate on changing interest rate guidance heats up: minutes 
6983,women take up arms and join the fight on both sides of the conflict in east ukraine:  pic.twitter.com/ypu67wxye5
6984,a woman watches mount sinabung erupt from a village in indonesia. editor's choice photos:  pic.twitter.com/degblw7rup
6985,"eu chastises turkey over political meddling in courts, freedom of speech:  pic.twitter.com/bhdljf6u5l"
6986,apple says surprised by gt's bankruptcy filing  
6987,"ebola death toll rises to 3,879 out of 8,033 cases by end of oct. 5: world health organization"
6988,fayetteville: a military town's second thoughts  
6989,"texas ebola patient dies, hospital says  "
6990,"secretary kerry says as horrific as it is to watch violence in kobani, it is important to keep in mind u.s. strategic objective."
6991,"thomas eric duncan, first person diagnosed with ebola in the u.s., has died in dallas:  pic.twitter.com/rnsji7wmnz"
6992,"secretary of state kerry says urgent that more countries step up to help in fight against ebola, including budget, support, more equipment"
6993,"u.s. military jet crashes in eastern england, indications are that pilot is safe: british ministry of defence and police say"
6994,#breaking: texas ebola patient thomas eric duncan dies: hospital spokesperson
6995,"people are still dying at a rate of 10 per day despite east ukraine ceasefire, the u.n. says:  pic.twitter.com/ic1kwx8un7"
6996,19 people killed in riots in turkey over government's failure to protect kurdish town kobani:  pic.twitter.com/1juffke2xr
6997,"iran defends refusal to let in u.n. nuclear expert, saying it has sovereign right to decide:  pic.twitter.com/fpaowpztrz"
6998,photos: bodies still being recovered in aftermath of the volcanic eruption of mount ontake.  pic.twitter.com/qstuj4nzrs
6999,kurds say u.s.-led air strikes push islamic state back to the edges of kobani:  pic.twitter.com/z1ysdwpftv
7000,"eu chastises turkey over interference in courts, freedom of speech "
7001,iran defends refusal to let in u.n. nuclear expert 
7002,kurds say air strikes push islamic state back from kobani  
7003,kurds say air strikes push islamic state back from kobani 
7004,japan sees growing chance of abe holding talks with china's xi  
7005,"for south korea's park, talks with north could rejuvenate her tenure "
7006,exclusive: actavis plans new merger approach for allergan - sources  
7007,iran nuclear talks set for next week in vienna: iran foreign ministry  
7008,kenyan president arrives at global court as allies call for trial delay  
7009,u.s. court to hear appeal over keeping u.s. demands for telecom records secret  
7010,australian pm orders crackdown on visas for radical preachers 
7011,captain of doomed south korean ferry apologizes for failure to rescue  
7012,"gay marriage bans fall in idaho, nevada after high court decision  "
7013,"hong kong protests dwindle, but talks with government likely to go nowhere "
7014,dallas ebola patient on ventilator and receiving kidney dialysis 
7015,turkey says syria town about to fall as islamic state advances 
7016,mexican students recall clashes with police as massacre probed 
7017,"myanmar will release 3,000 prisoners for sake of ""peace and stability"" and ""rule of law"":  pic.twitter.com/ctpaa0lvxt"
7018,old soldiers to meet as thai pm makes myanmar his first foreign visit  
7019,photos: putin's fan base.  pic.twitter.com/4bd6zc1stv
7020,pro-democracy protesters in hong kong agree to begin talks with city's government on friday: 
7021,400 people have been killed in islamic state's advance towards kobani:  
7022,poland warns russia it could face tougher eu sanctions over ukraine 
7023,joint french-u.n. military camp hit by rockets in northern mali: u.n. 
7024,exclusive: missouri police plan for possible riots if brown cop not charged 
7025,rousseff's election strategy digs deeper hole for brazil economy  
7026,south korea and north korea ships exchange fire at disputed sea border: 
7027,"columbus day gets a new name in seattle and ""natural"" foods fall short, in today's reuters fyi: "
7028,france and turkey in talks on what to do about islamic state's advance on kobani: 
7029,video: it's back to school for some hong kong protesters. 
7030,photos: on the front with syrian forces loyal to assad.  pic.twitter.com/8tumpfnoo7
7031,a farmer leads a decorated buffalo at chonburi's annual buffalo race festival. editor's choice  pic.twitter.com/a3x3uivgtg
7032,video: kurds clash with police as they protest islamic state's assault on the border town of kobani. 
7033,wal-mart to stop healthcare benefits for some part-time workers 
7034,six suspected militants killed in u.s. drone strike in pakistan: 
7035,hezbollah claims responsibility for blast on lebanese border with israel that wounded israeli soldiers: statement
7036,israel shells south lebanon after border blast injures israeli soldiers:  pic.twitter.com/yetlkiqhii
7037,u.s. job openings at highest level since 2001  
7038,retail group expects brighter holiday season sales in 2014 
7039,hong kong protests are at a crossroads as traffic and frustration pile up:  pic.twitter.com/isrx5nzdlb
7040,turkey says the syrian town of kobani is about to fall as islamic state moves in:  pic.twitter.com/sykvhc96hj
7041,chrysler recalls cargo vans due to inadvertent airbag deployments  
7042,u.s. drone strike in pakistan kills six suspected militants  
7043,rio tinto rejects glencore merger approach amid iron ore slump 
7044,"myanmar says it will release more than 3,000 prisoners  "
7045,islamic state moves into south west of syrian kurdish town 
7046,pimco's outflow headaches only just beginning 
7047,"hong kong protests at crossroads as traffic, frustration pile up  "
7048,u.s. working on new screenings for ebola but no travel ban 
7049,"south, north korea ships fire shots at disputed sea border  "
7050,"white house defends biden after gaffes, apologies to allies "
7051,"hong kong democracy protests fade, face test of stamina "
7052,street fighting rages in syrian town as islamic state moves in  
7053,"brazil's rousseff, neves race for support in election runoff  "
7054,"supreme court dodges gay marriage, allowing weddings in five more states "
7055,"u.s. sees north korean leader's absence, talks as tactical "
7056,dearth of doctors drags on china private healthcare drive 
7057,new eu executive hits obstacle in parliament 
7058,photos: love in the time of protest.  pic.twitter.com/0qbs3djmkt
7059,street fighting rages in syrian town kobani as islamic state moves in:  pic.twitter.com/pctfgdnnfr
7060,catalonia government to decide by october 15 whether to push ahead with referendum:  pic.twitter.com/oaoxqmogxc
7061,photos: the siege of kobani.  pic.twitter.com/dlkn3h6iix
7062,"eu lawmakers reject hungarian culture nominee, disrupting juncker plan  "
7063,catalonia government to decide by october 15 whether to hold referendum 
7064,"texas hospital says u.s. ebola patient is now receiving the experimental treatment brincidofovir, developed by chimerix."
7065,facebook's whatsapp acquisition now has price tag of $22 billion 
7066,"it's not all work and no play at the white house. inside the west wing, in reuters fyi:  pic.twitter.com/tqwy9arqcd"
7067,family of islamic state hostage peter kassig releases photos and a letter he wrote:  pic.twitter.com/cm5mbgcekx
7068,a pro-democracy protester proposes to his girlfriend in hong kong. editor's choice photos:  pic.twitter.com/nhym0t7uau
7069,photos: inside monrovia's ebola island clinic.  pic.twitter.com/whkjiu6sa7
7070,"islamic state raises flag in eastern kobani, but kurds say town has not fallen:  pic.twitter.com/gsiwtilgdq"
7071,"brazil's rousseff, neves race for support in tight election runoff:  pic.twitter.com/fmvrzin66v"
7072,at least 30 kurdish fighters killed in two suicide attacks in syria's northeastern city of hasakah: monitoring group
7073,"iran releases journalist, but her iranian-american husband remains in jail: "
7074,supreme court declines to intervene in gay marriage cases 
7075,parents of american aid worker held hostage by islamic state release photos and a letter:  pic.twitter.com/dovnvkaiit
7076,"chrysler recalls 31,497 commercial vans in u.s. to replace head restraints "
7077,"u.s. regulators probe steering in estimated 938,000 ford vehicles "
7078,hewlett-packard says to split in two  
7079,"iran releases uae journalist, american husband still in jail  "
7080,kurds vow to fight to the last as islamic state tightens grip on syrian town  
7081,new nato chief says wants constructive ties with russia 
7082,"parents of american held by islamic state release photos, letter "
7083,crime and gangs: the path to battle for australia's islamist radicals 
7084,mexico security officials likely conspired in massacre: state government  
7085,"at least one dead as typhoon lashes japan, heading for tokyo "
7086,hong kong protests face test of stamina as city returns to work  
7087,"becton dickinson to buy carefusion for $12 bln in cash, stock  "
7088,"ebola patient in dallas struggling to survive, says cdc head  "
7089,sierra leone records 121 ebola deaths in a single day  
7090,brazil's rousseff to face pro-business neves in election runoff  
7091,"becton dickinson to acquire carefusion for $12.2 billion in cash, stock "
7092,african union and somali forces claim shabaab stronghold of barawe 
7093,mexico massacre victims feared to be missing students  
7094,ebola patient in dallas 'fighting for his life' says cdc head  
7095,hewlett-packard plans to split into two companies: wsj report  
7096,u.s. drone strike kills senior uzbek commander in pakistan  
7097,crisis-hit bulgaria votes in 'last chance' snap election  
7098,ukraine military says separatists violate month-old ceasefire  
7099,surging dollar may be triple whammy for u.s. earnings 
7100,loyal depositors shoulder turkey's bank asya while political war rages 
